id,sifra,naziv,kolicina,cena_bezpdv,vrednost_bezpdv,cena_sapdv,vrednost_sapdv,subcategories,boja,my_id,brend,slka
2,100101,UGRADNI KAMIN FKU,0,520.6612,0,630,0,Ugradni aspiratori,,,,
3,100102,KAMIN RUSTIK A,0,385.12,0,466,0,Peći,,,,
5,100104,Djeciji set  2/1 Bambi ZH-8373,0,10.6612,0,12.9,0,Stono posuđe,,,,
6,100105,CJEDALJKA ZA LIMUN FA-5226,0,13.2231,0,16,0,Aparati za hranu,,,,
7,100106,Vokmen Panasonic RQ-E27V,0,5.7851,0,7,0,Audio plejeri,,,,
11,100110,"PRODUZNO KABLO 1,4 M/3",0,4.876,0,5.9,0,Kablovi,,,,
12,100111,Slus. Pioneer SE-CL502-P,0,7.438,0,9,0,Slušalice,,,,
13,100112,Slus.Pioneer SE-CL502 W,0,7.438,0,9,0,Slušalice,,,,
15,100114,PEC ELITA 3 ECO SL,0,362.8099,0,439,0,Peći,,,,
16,100115,Porc.Etazer 2/1-285 /284,0,7.8512,0,9.5,0,Stono posuđe,,,,
17,100116,Slus.Pioneer SE-CL502T-K,0,14.0496,0,17,0,Slušalice,,,,
18,100117,Slus.Pioneer SE-CL502 K,0,8.6777,0,10.5,0,Slušalice,,,,
20,100119,Pekac Lux 26 sa pokl.cooking,0,37.1901,0,45,0,Pekači,,,,
30,100129,Fen HT 8831 Vox,0,8.2562,0,9.99,0,Fenovi,,,,
31,100130,Fen HT 8836 Vox,0,19.0083,0,23,0,Fenovi,,,,
34,100133,Etazer BR 382 2/1 fiser,0,9.09,0,11,0,Stono posuđe,,,,
35,100134,Du.serpa stand.22 sa pokl.tackice,0,15.6198,0,18.9,0,Posuđe za pripremu hrane,,,,
39,100138,Al.tiganj 28 ljubicasti,0,11.7355,0,14.2,0,Posuđe za pripremu hrane,,,,
41,100140,Mesor.R 705 G Gorenje,0,70.17,0,84.91,0,Aparati za hranu,,,,
46,100145,Tjelesna vaga PW 436-1 Vox,0,11.5702,0,14,0,Vage,,,,
48,100147,PEC ELITA 3 ECO Antracit,0,362.8099,0,439,0,Peći,,,,
51,100150,Mesoreznica R-506 E Gorenje,0,72.7273,0,88,0,Aparati za hranu,,,,
52,100151,MESOR.R 706 A,0,92.562,0,112,0,Aparati za hranu,,,,
55,100154,MESOREZNICA R 606 E,0,60.2479,0,72.9,0,Aparati za hranu,,,,
57,100156,MLIN ZA ORAHE,0,9.8347,0,11.9,0,Mlinovi,,,,
58,100157,SET FI  160 BIJELI,0,101.65,0,123,0,Stono posuđe,,,,
59,100158,Tjelesna vaga PW 520 A bijela-plava,0,16.5289,0,20,0,Vage,,,,
61,100161,KVARCNA GRIJALICA FISER FS 811,0,20.6612,0,25,0,Grijalice,,,,
62,100162,MIKSER M 701 W Gorenje,0,48.76,0,59,0,Mikser,,,,
64,100164,PEGLA GORENJE SIT2200VS,0,32.1488,0,38.9,0,Pegle,,,,
65,100165,Usisivac SL- 159 gold Vox posuda,0,48.76,0,59,0,Usisivači,,,,
66,100166,Mikser FA-5257-1 First sa posudom,0,33.8843,0,41,0,Mikser,,,,
69,100169,Usisivac SL 212 Vox,0,19.8347,0,24,0,Usisivači,,,,
72,100172,Klima Sinclair 18 Marvin,0,32.98,0,39.91,0,Klime,,,,
74,100174,Kuh.robot KR9703 Vox,0,69.4215,0,84,0,Aparati za hranu,,,,
75,100175,Porc.set za kolace 6/1-2884/2877,0,8.6777,0,10.5,0,Stono posuđe,,,,
77,100177,SUSAC SUDJA BR 39,0,14.876,0,18,0,Posuđe za pripremu hrane,,,,
78,100178,MIKSER ZA NES KAFU FS 410,0,9.9174,0,12,0,Mikser,,,,
79,100179,Kabal za telefon 3 m,0,1.2397,0,1.5,0,Mobilni telefoni,,,,
80,100180,GAJTAN ZA KASETOF.,0,1.9421,0,2.35,0,Stono posuđe,,,,
82,100182,Frizider NRS9182MB Gorenje,0,647.93,0,784,0,Frižideri,,,,
85,100186,FEN ZA KOSU FISER FS 44,0,24.7934,0,30,0,Fenovi,,,,
86,100187,SAMOT VELIKI BOCNI ZA R 46,0,4.1322,0,5,0,Peći,,,,
87,100188,SAMOT MANJI BOCNI ZA R 46,0,3.3058,0,4,0,Peći,,,,
90,100191,Porc set za kafu 6/1 2242/2235,0,9.8347,0,11.9,0,Aparati za kafu,,,,
94,100195,Frizider KS 1461 F Vox,0,155.3719,0,188,0,Frižideri,,,,
96,100197,SIJALICA  Led 100 W Philips,0,5.124,0,6.2,0,Ostalo,,,,
97,100198,VIVAX MIKSER-SJECKALICA BL-351,0,20.6612,0,25,0,Mikser,,,,
98,100199,Baterija Coin LM 2032 Duracell,0,0.8264,0,1,0,Baterije,,,,
100,100201,"Led sijal.11,5W/A60/865",0,2.8926,0,3.5,0,Ostalo,,,,
14,100113,ARINA 1220,0,416.5289,0,504,0,Ostalo,,,,
101,100202,Sijalica za frizider T25/E14,0,1.2397,0,1.5,0,Frižideri,,,,
102,100203,Led sijal.9W/A60/865,0,2.3967,0,2.9,0,Ostalo,,,,
106,100208,Stucna FI 160 bijela Anko,0,6.1983,0,7.5,0,Dimne cijevi,,,,
107,100209,Cetka za kosu CF9530FO Rowenta,0,74.3802,0,90,0,Stajleri i prese za kosu,,,,
109,100211,Ugr.masina za ves WFLB-140816B Vivax,0,277.6859,0,336,0,Veš mašine,,,,
110,100212,MIKSER M701B,0,51.2397,0,62,0,Mikser,,,,
112,100214,Usisivac VC 2221ESW Gorenje,0,59.5041,0,72,0,Usisivači,,,,
113,100215,Usisivac VC 2021 PSBKBU  Gorenje,0,65.2893,0,79,0,Usisivači,,,,
115,100217,Usisivac VC 2221 PSBKR Gorenje,0,68.595,0,83,0,Usisivači,,,,
117,100219,Usisivac VC1901GACRCY Gorenje,0,65.2893,0,79,0,Usisivači,,,,
118,100220,Toster TO 01102 Vox,0,15.2893,0,18.5,0,Pekači,,,,
119,100221,USISIVAC FISER FJ 114,0,61.9835,0,75,0,Usisivači,,,,
120,100222,"KESE ZA USIS.1410,2408,3408",0,0.8264,0,1,0,Usisivači,,,,
123,100225,Zadnji filter SL 123,0,0.8264,0,1,0,Filteri,,,,
134,100237,Mikser M420CW Gorenje,0,30.58,0,37,0,Mikser,,,,
137,100241,Dell Inspiron 3582 15.6 N5000 crveni,0,335.5372,0,406,0,Laptop računari,,,,
138,100242,BOJLER ARISTON 50L,0,84.2149,0,101.9,0,Bojleri,,,,
139,100243,Komb.frizider RF 3121PW4 Gorenje,0,201.6529,0,244,0,Frižideri,,,,
148,100252,Mob.tel.Redmi 7A 2GB 16GB crni android Xiaomi,0,109.0909,0,132,0,Mobilni telefoni,,,,
149,100253,Ugr.frizider RKI 4182 E1 Gorenje,0,418.1818,0,506,0,Frižideri,,,,
152,100256,ALFA 90 F BIJELA D,0,609.92,0,738,0,Peći,,,,
155,100259,Regular 46 elegant  2R bijeli  L,0,162.81,0,197,0,Šporeti,,,,
159,100263,EC 57120 AW,0,272.7273,0,330,0,Šporeti,,,,
160,100264,Stakl.Sporet EC 6141 WC Gorenje,0,426.4463,0,516,0,Šporeti,,,,
162,100266,Mob.tel.Redmi 7A 2GB 16GB plavi android Xiaomi,0,109.0909,0,132,0,Mobilni telefoni,,,,
163,100267,RADIJATOR Global ALBA 600,0,9.9174,0,12,0,Grijalice,,,,
165,100272,ASPIR.GORENJE DU 611 B,0,57.0248,0,69,0,Aspiratori,,,,
167,100276,Ugr.mas.za sudje GV 663C60 Gorenje,0,442.15,0,535,0,Mašine za pranje suđa,,,,
168,100277,Set solja BR 3010 Fiser,0,13.9669,0,16.9,0,Stono posuđe,,,,
171,100280,PEKAC LUX 38,0,50.4132,0,61,0,Pekači,,,,
176,100285,Mob.tel.REDMI 12 4+128GB MIDN.BLACK,0,160.3306,0,194,0,Mobilni telefoni,,,,
178,100287,Mob.tel Redmi 12C 4/128GB BLUE,0,128.0992,0,155,0,Mobilni telefoni,,,,
180,100289,Zamrzivac FH 301 CW Gorenje,0,320.6612,0,388,0,Zamrzivači,,,,
181,100290,Zamrzivac FUL103FSTORS srebrni  Daewoo,0,177.6859,0,215,0,Zamrzivači,,,,
182,100291,Zamrzivac FUL064FSTORS srebrni Daewoo,0,155.3719,0,188,0,Zamrzivači,,,,
184,100293,BOJLER 80L GORENJE,0,132.2314,0,160,0,Bojleri,,,,
186,100295,SMEDEREVO 7 SL BIJELI,0,211.5702,0,256,0,Peći,,,,
187,100296,Ugr.rerna BO7732 CLI Gorenje,0,255.3719,0,309,0,Ugradne rerne,,,,
189,100298,Ugr.masina za sudje GV 561D10,0,208.26,0,251.99,0,Veš mašine,,,,
191,100300,DOMINANT 90 BRAON,0,2.9752,0,3.6,0,Peći,,,,
192,100301,W/M WP7Y3 Gorenje,0,247.1074,0,299,0,Veš mašine,,,,
194,100303,Set solja  6/1 BR  3032 Fiser,0,18.1818,0,22,0,Stono posuđe,,,,
195,100304,Ves masina W/M WE823 Gorenje,0,306.61,0,371,0,Veš mašine,,,,
196,100305,W/M WTE 8511 XO BEKO,0,289.26,0,350,0,Veš mašine,,,,
198,100308,Porc.solja 300 ml RXG-N230074A,0,4.876,0,5.9,0,Stono posuđe,,,,
199,100309,Grijalica  FS 818 Fiser,0,34.7107,0,42,0,Grijalice,,,,
202,100313,KUVALO FISER FS 406,0,16.5289,0,20,0,Čajovnici,,,,
203,100314,Mob.tel.Samsung A325FD 6/128GB CRNI,0,306.6116,0,371,0,Mobilni telefoni,,,,
204,100315,LEDOMAT GORENJE IMC 1200 B,0,173.5537,0,210,0,Ostalo,,,,
207,100318,Nosac RAI 40 S,0,9.9174,0,12,0,Ostalo,,,,
208,100319,Set solja BR 2409 Fiser,0,7.3554,0,8.9,0,Stono posuđe,,,,
209,100320,Prednji filter SL 123,0,0.8264,0,1,0,Filteri,,,,
211,100322,Porc.set za kafu 6/1 HT4314 kose,0,7.8512,0,9.5,0,Aparati za kafu,,,,
212,100323,FEN ROWENTA CV4330FO,0,17.2727,0,20.9,0,Fenovi,,,,
213,100324,SOKOVNIK AJ-700,0,46.281,0,56,0,Sokovnici,,,,
214,100325,Porc.set za kafu 6/1 HT 4312 kockice,0,7.8512,0,9.5,0,Aparati za kafu,,,,
216,100327,Radijator kupatilski 1100x500 bijeli,0,30.5785,0,37,0,Grijalice,,,,
217,100328,Tesla AIR 3 filter vazduha,0,13.0579,0,15.8,0,Filteri,,,,
218,100329,Tesla AIR 6 FILTER VAZDUHA,0,14.2975,0,17.3,0,Filteri,,,,
219,100330,MASINA ZA SUSENJE ARISTON TCS 93B GH,0,210.7438,0,255,0,Veš mašine,,,,
222,100333,Bojler 10L VM Ariston,1,87.6033,87.6,106,106,Bojleri,,,,
224,100335,Nosac poklopca dimov.otvora,0,2.3967,0,2.9,0,Televizori,,,,
226,100337,CIJEV DIMNA SET ZELENA,0,23.1405,0,28,0,Dimne cijevi,,,,
233,100344,ASPIRATOR WHC623E16X GORENJE,0,114.876,0,139,0,Aspiratori,,,,
236,100347,"Led sijal.13,5W/A60/827",0,3.719,0,4.5,0,Ostalo,,,,
237,100348,SIJALICA LED 75 W Philips,0,4.124,0,4.99,0,Ostalo,,,,
238,100349,SIJALICA LED 60 W Philips,0,3.1405,0,3.8,0,Ostalo,,,,
239,100350,SIJAL.ZA SPORET E1415W,0,1.0744,0,1.3,0,Šporeti,,,,
242,100353,Ugr.aspirator CTB 6407 W Beko,0,239.67,0,290,0,Ugradni aspiratori,,,,
244,100355,W/M WNT 62112 Gorenje,0,346.281,0,419,0,Veš mašine,,,,
246,100357,PANEL RADIJATOR BEHA P12,0,144.6281,0,175,0,Grijalice,,,,
247,100358,PANEL RADIJATOR BEHA P15,0,152.8926,0,185,0,Grijalice,,,,
248,100359,Du.serpa stand.24 tufnice,0,23.9669,0,29,0,Posuđe za pripremu hrane,,,,
249,100360,RUCNI MIKSER HM06,0,19.7521,0,23.9,0,Mikser,,,,
251,100362,Stednjak INOX 75 C D,0,477.6859,0,578,0,Šporeti,,,,
253,100364,MIKSER ME 501 N Gorenje,0,28.0992,0,34,0,Mikser,,,,
256,100367,Pl.serpa stand.20 tufnice,0,18.1818,0,22,0,Posuđe za pripremu hrane,,,,
257,100368,M.T.PANASONIC NN-E209WMEPG,0,76.8595,0,93,0,Veš mašine,,,,
258,100369,Cetka za kosu CF5712FO Rowenta,0,30.5785,0,37,0,Stajleri i prese za kosu,,,,
261,100372,ANTENA VIVAX UA-810,0,12.2314,0,14.8,0,Antene,,,,
262,100373,CJEDALJKA  FA-5221-2 first,0,25.62,0,31,0,Aparati za hranu,,,,
263,100374,Usisivac Samsung VC07M2110SR/GE,0,85.95,0,104,0,Usisivači,,,,
264,100375,Baterija Duracell Basic AA 4 kom,0,2.48,0,3,0,Baterije,,,,
265,100376,Baterija Basic Duracell AAA 4 kom,0,2.48,0,3,0,Baterije,,,,
266,100377,PUNJAC ZA BATERIJE,0,23.06,0,27.9,0,Baterije,,,,
268,100379,Zamrzivac  RH2000ME Tesla horiz.,0,204.1322,0,247,0,Zamrzivači,,,,
269,100380,Fen HT 9955U Vox,0,19.0083,0,23,0,Fenovi,,,,
272,100383,KL.DJUVECARA 40 R,0,15.7025,0,19,0,Posuđe za pripremu hrane,,,,
274,100385,Masina za susenje TDM -700T1G Vox,0,269.4215,0,326,0,Veš mašine,,,,
281,100392,Aspirator WHU529EW/S Gorenje,0,78.5124,0,95,0,Aspiratori,,,,
284,100395,RADIJATOR BEHA P8 800 W,0,127.2727,0,154,0,Grijalice,,,,
285,100396,Kl.dzezva 7 MR tufnice 2,0,6.1983,0,7.5,0,Posuđe za pripremu hrane,,,,
286,100397,Kotao -sklop L AT 20,0,161.9835,0,196,0,Peći,,,,
287,100398,PLOCA BEKO HDE 3220 X,0,65.2893,0,79,0,Indukcione ploče,,,,
288,100399,SET FI 150 BRAON,0,56.1983,0,68,0,Stono posuđe,,,,
291,100402,Kl.cinija 20 siva srca,0,5.6198,0,6.8,0,Stono posuđe,,,,
292,100403,ANTENA LOGA 3,0,7.8512,0,9.5,0,Antene,,,,
293,100404,KOAKS.KABAL,0,0.2066,0,0.25,0,Kablovi,,,,
295,100406,Xiaomi Vacuum Robot ESS bijeli,0,130.5785,0,158,0,Usisivači,,,,
296,100407,Mob.tel.Redmi 9 3+32 GB Xiaomi PURPLE,0,145.4545,0,176,0,Mobilni telefoni,,,,
301,100413,Ugr.rerna EBM6500BG Vox,0,202.4793,0,245,0,Ugradne rerne,,,,
305,100417,PROD.KABAL L5/6+P,0,10.3306,0,12.5,0,Kablovi,,,,
306,100418,Sokovnik ES 0860 Vox,0,44.6281,0,54,0,Sokovnici,,,,
307,100419,ASUS L502MA-XX0036D,0,252.0661,0,305,0,Laptop računari,,,,
308,100420,Stednjak INOX 75 CV D,0,477.6859,0,578,0,Šporeti,,,,
309,100421,ALFA 70 F BRAON L,0,541.3223,0,655,0,Peći,,,,
310,100422,REGULAR-46 TERMO 2,0,220.4132,0,266.7,0,Šporeti,,,,
311,100423,Kalorifer FH-59 Vox,0,17.3554,0,21,0,Grijalice,,,,
313,100425,Ugr.set BO736E20VG+ECS646BCSC Gorenje,0,413.2231,0,500,0,Stono posuđe,,,,
314,100426,SUDOPERA SA POSTOLJEM,0,103.88,0,125.69,0,Ugradne mašine za suđe,,,,
315,100427,Presa za kosu SF1516FO Rowenta,0,22.3141,0,27,0,Stajleri i prese za kosu,,,,
317,100429,Bluetooth zvucnik CH-658 AVCROWNS,0,36.3636,0,44,0,Zvucnici,,,,
322,100434,Mob.tel.Redmi 9AT2+32GB Granite gray,0,119.0083,0,144,0,Mobilni telefoni,,,,
323,100435,Duboki pekac  LUX 34,0,40.4959,0,49,0,Pekači,,,,
324,100436,AL.TEPSIJA 30 CM,0,6.6942,0,8.1,0,Posuđe za pripremu hrane,,,,
325,100437,KAMIN RUSTIK ETAZ,0,474.3802,0,574,0,Peći,,,,
326,100438,PEC ZA ET.GR.CENTRAL 23,0,504.1322,0,610,0,Peći,,,,
329,100441,AL.TEPSIJA 25CM,0,5.5372,0,6.7,0,Posuđe za pripremu hrane,,,,
330,100442,AL.DJUVECARA 40X30 CM,0,8.0992,0,9.8,0,Posuđe za pripremu hrane,,,,
331,100443,AL.DJUVECARA 36X27 CM,0,6.1983,0,7.5,0,Posuđe za pripremu hrane,,,,
333,100445,Lonce trb.12K/1.3 tufne,0,10.6612,0,12.9,0,Posuđe za pripremu hrane,,,,
334,100446,Kl.pl.serpa.1/1.5 pastel tufne,0,9.0083,0,10.9,0,Posuđe za pripremu hrane,,,,
335,100447,Aparat za visnje BR 164,0,10.7438,0,13,0,Aparati za hranu,,,,
337,100449,SAC VECI GUCA,0,68.595,0,83,0,Posuđe za pripremu hrane,,,,
338,100450,PEC MERKURI,0,206.6116,0,250,0,Peći,,,,
339,100451,SAC MANJI,0,32.9752,0,39.9,0,Posuđe za pripremu hrane,,,,
342,100454,Set cinija BR 81 Fiser,0,6.6116,0,8,0,Stono posuđe,,,,
344,100456,PEGLA GORENJE SIT 2200 CAL,0,35.4545,0,42.9,0,Pegle,,,,
345,100457,AT 27 BRAON,0,991.7355,0,1200,0,Peći,,,,
346,100458,TOSTER FA-5337-3,0,17.3554,0,21,0,Pekači,,,,
347,100459,RADIO FA-1903-2,0,18.1818,0,22,0,Radio,,,,
348,100460,PEGLA GORENJE SIT 2400 CEL,0,39.5868,0,47.9,0,Pegle,,,,
349,100461,Tiganj sa pokl.fiser BR  915,0,16.1157,0,19.5,0,Posuđe za pripremu hrane,,,,
350,100462,Usisivac Samsung VC07M25E0WR/GE,0,77.686,0,94,0,Usisivači,,,,
351,100463,Aparat za krofne FS 022 Fiser,0,26.4463,0,32,0,Aparati za hranu,,,,
352,100464,TRIMER TN3620FO,0,20.6612,0,25,0,Mašine za šišanje i brijanje,,,,
353,100465,TABLET Samsung-T225 GALAXY SILVER,0,155.3719,0,188,0,Tablet uređaji,,,,
355,100467,USISIVAC FISER FJ103 2400W VODA,0,74.3802,0,90,0,Usisivači,,,,
356,100468,Dimov.cijev FI 100/1000,0,12.562,0,15.2,0,Dimne cijevi,,,,
357,100469,W/M 1070 SYTD  Vox,0,189.2562,0,229,0,Veš mašine,,,,
358,100470,ELEGANT 2000 W,0,54.5455,0,66,0,Usisivači,,,,
359,100471,USISIVAC ELEGANT 1200,0,47.8512,0,57.9,0,Usisivači,,,,
360,100472,USISIVAC ELEGANT 1500,0,48.6777,0,58.9,0,Usisivači,,,,
361,100473,ELEGANT 1700 W,0,35.5372,0,43,0,Usisivači,,,,
363,100475,Papirna kesa Elegant,0,0.8264,0,1,0,Usisivači,,,,
364,100476,CRIJEVO ELEGANT,0,7.8512,0,9.5,0,Usisivači,,,,
365,100477,Dimov.cijev FI 100/250,0,9.0909,0,11,0,Dimne cijevi,,,,
366,100478,Dub.ser.elegant 16 sa pokl.Phytology,0,12.8099,0,15.5,0,Usisivači,,,,
367,100479,DU.SERPA PRINC22 GOL.FLOWERS,0,15.2893,0,18.5,0,Posuđe za pripremu hrane,,,,
369,100481,KL.CINIJA16 GOL.FLOWERS,0,3.8843,0,4.7,0,Stono posuđe,,,,
371,100483,INOX 5/1 SET GRACIJA,0,152.8926,0,185,0,Stono posuđe,,,,
372,100484,DU.SERPA  Eleg.24 PHYTOLOGY,0,20.6612,0,25,0,Posuđe za pripremu hrane,,,,
373,100485,PEGLA FA-5628,0,19.2562,0,23.3,0,Pegle,,,,
374,100486,VAGA SOBNA BR 2016,0,9.9174,0,12,0,Vage,,,,
375,100487,AL.TIGANJ 28 MAGMA Crveni,0,11.7355,0,14.2,0,Posuđe za pripremu hrane,,,,
377,100489,DUBOKI PEKAC LUX 30,0,35.5372,0,43,0,Pekači,,,,
379,100491,RUCNI FRIZIDER FE CC 24B,0,51.4876,0,62.3,0,Frižideri,,,,
382,100494,PEC OD DEB.LIM.ORIJENT K 1 C,0,303.3058,0,367,0,Peći,,,,
383,100496,Usis.Gorenje VC 1821 DPWRII,0,56.1983,0,68,0,Usisivači,,,,
384,100497,Ugr.ploca ECD 620 X Gorenje,0,189.6694,0,229.5,0,Ugradne ploče,,,,
387,100501,Zamrzivac HOZ-41 Obodice,0,289.2562,0,350,0,Zamrzivači,,,,
391,100505,PEKAC HLEBA BM 900 AL,0,99.1736,0,120,0,Pekači,,,,
394,100508,Klima Gree Muse GWH12AFC-K 6 zidna,0,120.66,0,146,0,Klime,,,,
395,100509,ASPIRATOR WHU529EW/S Gorenje,0,63.6364,0,77,0,Aspiratori,,,,
396,100510,Ketler K 17 FE Gorenje,0,38.0165,0,46,0,Čajovnici,,,,
397,100511,Ketler K10BKC Gorenje,0,38.0165,0,46,0,Čajovnici,,,,
399,100513,Ugr.set Steel Steam BOS6737E06X+ECT43X Gorenje,0,495.0413,0,599,0,Paročistači,,,,
401,100515,Usisivac Samsung VCC5240S3R/BOL,0,64.4628,0,78,0,Usisivači,,,,
402,100516,Dimov.cijev  FI 100/500,0,9.2562,0,11.2,0,Dimne cijevi,,,,
403,100517,SET FI 80,0,73.6364,0,89.1,0,Stono posuđe,,,,
404,100518,PEC ARINA 2210,0,658.6777,0,797,0,Peći,,,,
405,100519,PEC ARINA 2110,0,371.0744,0,449,0,Peći,,,,
406,100520,PEC ARINA 1220,0,272.7273,0,330,0,Peći,,,,
407,100521,PEC ARINA 1120,0,268.595,0,325,0,Peći,,,,
408,100522,Klima Gree Muse GWH18AFD-K6 zidna,0,139.67,0,169,0,Klime,,,,
409,100523,VAGA FISER  FS-3051,0,13.2231,0,16,0,Vage,,,,
410,100524,Konv.grijalica PH-50 Vox,0,27.2727,0,33,0,Grijalice,,,,
411,100525,Zamrzivac RH2950ME Tesla horiz.,0,261.9835,0,317,0,Zamrzivači,,,,
412,100526,Frizider KS 1610 SE Vox,0,173.5537,0,210,0,Frižideri,,,,
413,100527,Plinski sporet GKS6C70XF Gorenje,0,489.2562,0,592,0,Šporeti,,,,
415,100529,ZAMRZIVAC HOZ-15  Obodice,0,228.9256,0,277,0,Zamrzivači,,,,
416,100530,M/S DVN 04321 W Beko,0,227.2727,0,275,0,Mašine za pranje suđa,,,,
418,100532,Dimov.koljeno FI 100/90,0,20.6612,0,25,0,Dimne cijevi,,,,
419,100533,FRIZIDER VOX KS 1460,0,133.0579,0,161,0,Frižideri,,,,
422,100536,Dimov.T racva fi 100,0,18.0992,0,21.9,0,Dimne cijevi,,,,
423,100537,Kasika BR 1027 Fiser,0,1.6529,0,2,0,Stono posuđe,,,,
425,100539,AL.DJUVECARA 33X22 CM,0,5.8678,0,7.1,0,Posuđe za pripremu hrane,,,,
426,100540,Dimov.kond.lonce fi 100,0,4.3802,0,5.3,0,Dimne cijevi,,,,
427,100541,GS 52214 W,0,269.4215,0,326,0,Mašine za pranje suđa,,,,
428,100543,FILTER ASPIRATORA6 646779,0,9.8347,0,11.9,0,Aspiratori,,,,
432,100547,RUCICA HLADNJAKA GORENJE,0,4.1322,0,5,0,Frižideri,,,,
436,100551,Pec na pelet Dino 24 bronza,0,1652.8926,0,2000,0,Peći,,,,
438,100553,POSUDA ZA LED,0,1.6529,0,2,0,Ostalo,,,,
441,100556,Bluetooth zvucnik CH-8839 AVCROWNS,0,60.3306,0,73,0,Zvucnici,,,,
443,100558,Set za kolace 13/1 roze cvijetni,0,15.6198,0,18.9,0,Stono posuđe,,,,
444,100559,Set za kolace 12/1 crveni,0,13.9669,0,16.9,0,Stono posuđe,,,,
445,100560,Klima  Samsung AR12TXHQASINEU,0,567.7686,0,687,0,Klime,,,,
447,100562,Klima Sam.Wind-Free COMFORT AR12TXFCAWKNEU,0,694.2149,0,840,0,Klime,,,,
449,100564,UVIJAC ZA KOSU HC-19,0,8.6777,0,10.5,0,Stajleri i prese za kosu,,,,
451,100566,W/M WHIRLPOOL AWE 60410,0,270.2479,0,327,0,Veš mašine,,,,
452,100567,W/M WHIRLPOOL AWO/C 62012,0,311.5702,0,377,0,Veš mašine,,,,
453,100568,W/M WHIRPOOL AWE  55610,0,275.21,0,333,0,Veš mašine,,,,
454,100569,G2235-06 SOBNA ANTENA,0,15.7025,0,19,0,Antene,,,,
456,100571,Komb.frizider  NF 3890 IX Vox,0,335.5372,0,406,0,Frižideri,,,,
457,100572,Friteza SK-1005 sigma bez ulja,0,61.9835,0,75,0,Friteza,,,,
460,100575,STUCNA FI 150 BRAON ANKO,0,4.9587,0,6,0,Dimne cijevi,,,,
463,100578,FRIZIDER VOX SBS 6025 IX,0,532.2314,0,644,0,Frižideri,,,,
464,100579,VER.ZAMRZIVAC VOX VF 2515,0,218.1818,0,264,0,Zamrzivači,,,,
465,100580,VRTNI ROSTILJ,0,23.6033,0,28.56,0,Roštilji,,,,
466,100581,PEKA SACE 50 CM,0,77.686,0,94,0,Posuđe za pripremu hrane,,,,
467,100582,Zamrzivac FN617EEW5 Gorenje,0,389.2562,0,471,0,Zamrzivači,,,,
469,100584,W/M WHP62ES Gorenje,0,238.0165,0,288,0,Veš mašine,,,,
472,100587,MIKSER STAPNI GORENJE HB 802,0,27.2727,0,33,0,Mikser,,,,
474,100589,PEC ELITA I,0,177.69,0,215,0,Peći,,,,
476,100591,USADNA SUDOPERA SA RINGLOM,0,84.2975,0,102,0,Ugradne mašine za suđe,,,,
477,100592,Al.tiganj 24 granit,0,15.2893,0,18.5,0,Posuđe za pripremu hrane,,,,
478,100593,USADNA SUDOPERA 90 %,0,45.4545,0,55,0,Ugradne mašine za suđe,,,,
479,100594,W/M WHP82ES Gorenje,0,293.3884,0,355,0,Veš mašine,,,,
480,100595,Mikser HBC804QW Gorenje,0,37.1901,0,45,0,Mikser,,,,
481,100596,Staklena casa 250 ml 6/1 kravica,0,4.1322,0,5,0,Stono posuđe,,,,
482,100597,Staklena casa 310 ml coffe,0,4.9587,0,6,0,Stono posuđe,,,,
484,100599,KOMB.FRIZ.KG 2550 Vox,0,186.7769,0,226,0,Frižideri,,,,
485,100600,Vaga FA-6501 First,0,12.3967,0,15,0,Vage,,,,
488,100603,Sporet komb.GHB 622 Vox,0,181.8182,0,220,0,Šporeti,,,,
489,100604,YARVIK GOTAB GRAVITY8 TABLET,0,8.2645,0,10,0,Tablet uređaji,,,,
490,100605,HEPA FILTER ZA USISIVAC 2800 W,0,10.7438,0,13,0,Usisivači,,,,
491,100606,S.SMEDEREVO 3,0,223.1405,0,270,0,Peći,,,,
492,100607,W/M WUE 6411XWW Beko,0,243.8017,0,295,0,Veš mašine,,,,
493,100608,FRITEZA FA-5057,0,26.8595,0,32.5,0,Friteza,,,,
494,100609,MIKROTALASNA MO17E1S Gorenje,0,63.6364,0,77,0,Mikrotalasne,,,,
495,100610,USISIVAC BOSCH BGL2UC110,0,81.8182,0,99,0,Usisivači,,,,
496,100611,USISIVAC BOSCH BGL2UB1108,0,103.3058,0,125,0,Usisivači,,,,
500,100615,W/M WNEI74AS Gorenje,0,378.5124,0,458,0,Veš mašine,,,,
501,100616,4/1 SET DJECIJI TAKOVO,0,15.3719,0,18.6,0,Stono posuđe,,,,
506,100621,M/S GS 62214 W,0,280.1653,0,339,0,Mašine za pranje suđa,,,,
510,100625,Stucna fi 150 bijela Anko,0,5.7851,0,7,0,Dimne cijevi,,,,
513,100628,SMEDEREVO 9SL BIJELI Desni,0,135.54,0,164,0,Peći,,,,
514,100629,Elek.sporet S 140.55.13 G/16,0,192.56,0,233,0,Šporeti,,,,
516,100631,DIMNE CIJEVI SET 145MM,0,23.2231,0,28.1,0,Dimne cijevi,,,,
519,100634,Kaminska pec ORJENT C,0,271.9,0,329,0,Peći,,,,
523,100638,Tablet SP7A-GO3G Mediacom,0,66.1157,0,80,0,Tablet uređaji,,,,
525,100640,DEPILATOR Rowenta EP1030F,0,24.7934,0,30,0,Depilatori i epilatori,,,,
